id,title,artist,mood_label,language,lyrics
genius-10374439,Double Life,Pharrell Williams,happy,en,"Yeah
Brra
Yeah

Hey, what are you hidin'? (Watch)
What you doin' when you're gone? (Hey, hey)
Nothin' wrong bein' private (What?)
Make sure it ain't wrong (Yeah)
Your life, double-sided (Watch)
Two-faced like coins
What side do I get? (Watch)
Which side are you on?

So what have you done? (Brra)
Some of your dirt has come to light (Yeah)
Why were you (Yeah, yeah) speedin' up that hill until the brakes come off? (Hey, hey)
And someone saw you in a fight
Am I right?

It doesn't matter to you if you get hеads or tails
You just don't like to flip all the time
But if you spin it, thеn you get to see both sides
Oh, the thrill of the double life

Lie detector time (Watch)
Do you feel bad when you lie? (Watch)
The look on your face says the best life (Watch)
And then come home like it's fine
Am I right? (Watch)

So what have you done?
Some of your dirt has come to light
Why were you (Yeah, yeah) speedin' up that hill until the brakes come off? (Hey)
And someone saw you in a fight
Am I right? (Ah)

It doesn't matter to you if you get heads or tails
You just don't like to flip all the time
But if you spin it, then you get to see both sides
Oh, the thrill of the double life (Brra)

Who will you be tonight? That's the question (Brra)
Who will Gru be tonight? That's the question (Yeah)

I know you heard the rumors (Hey)
You must get over to it right away, oh
If anyone can do it
You gotta get there soon, it's not okay (Hey)
You got cars to drive, plenty jets to fly (Blah, blah)
When will you arrive? You're running out of time (Phew)
Don't you see that everything is on the line?
So I'm sorry, but you have to choose a side

You'll never know when it's your time to go
Side (Hey)
And where you end up in life, that's code
Side
You can't ignore, you're spinnin' your life (Blah, blah)
Side
Your watch is broken 'cause you spent all your time
Side
It's now or never, on this, everything rides
Side
Before the spinning stops, you must pick a side (Hey, brra)

Who will you be tonight? That's the question (Blah, blah)
Who will Gru be tonight? That's the question (Phew)
Who will you be tonight? (Hey) That's the question (Yeah)
Who will Gru be tonight? (Ayy) That's the question"
genius-49781,Frontin’,Pharrell Williams,happy,en,"Yeah
I'm looking at you, uh
Sexy, yeah
God, your ass is so fat
Been meaning to get with you
Yeah, yeah

Don't wanna sound full of myself or rude
But you ain't looking at no other dudes
'Cause you love me (I'm sorry, baby, so sexy)
So you think about a chance
You find yourself trying to do my dance
Maybe 'cause you love me (Uh, you do it well)

So then we tried singing it slow now
Because you weren't used to
How fast we touched (Fast we touched)
Then we locked eyes and I knew I was in there
And I was gon' tear your ass up (Tear your ass up)

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
You know I want you, babe
I'm ready to bet it all
Unless you don't care at all
But you know I want ya
You should stop frontin', babe

Trying to be the best girlfriend you could be
But still, you sneak and look at me, and girl, I love it, uh
Then you give your other girl a shove
Tell her you gon' call her, ask how it was
And she's gon' love it (Whoa-oh, whoa, yeah, yeah)

So then we tried singing it slow now
Because you weren't used to
How fast we touched (Fast we touched)
Then we locked eyes and I knew I was in there
And I was gon' tear your ass up (Tear your ass up)

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
(You know I want you, babe)
I'm ready to bet it all
Unless you don't care at all
But you know I want ya (I want ya)
(You should stop frontin', babe)

Ho!
We got another one, Phar-real!
Dance
I call you ""for real"" (Ooh) 'cause you the truth, haha
Oh-woah
Young, great Hova (Oh-oh)
Uh (Dance), yeah (Ooh), let me talk to 'em
Oh-woah
I'ma keep it real (Oh-oh)

[Verse 3: Jay-Z & 
Pharrell Williams
]
Every time your name was brought up
I would act all nonchalant in front of an audience
Like you was just another shorty I put the naughty on
But uh, truth be told
You threw me for a loop, this Hov
I'm too old to be frontin' what I'm feelin', Denzelin'
Actin' like you ain't appealin' when you are
Stuntin' like you ain't my only girl when you are
(I was just frontin')
I'm ready to stop when you are

I know that I'm carrying on
Never mind if I'm showing off
I was just frontin'
(You know I want you, babe)
I'm ready to bet it all
Unless you don't care at all
But you know I want ya (I want ya)
(You should stop frontin', babe)

C'mon (Ho!)
Dance, ooh
Oh-woah (Oh), oh-oh
Dance (Oww!), ooh
Oh-woah (Oh), oh-oh
You like this for real?
Thank you, baby
Look
I'm leavin' now
I'll see you later
I'ma see you through your window
Bye"
genius-370526,Gust of Wind,Pharrell Williams,happy,en,"My heart is filled with love and care
Not an ounce of gas I would get up there
The answer's simple
You lift me up
The view up here, I see all the stars
Ooh, there go Venus, and there go Mars
Somethin' you been through
You're from above, hey

When I first saw you, I got excited
Tried to keep my composure, tryna hide it
But I didn't know
I didn't let go
Then it occurred to me while tryna fight it
Just like a kite, you learn to ride it
But I didn't know
You s'posed to let it go

Like a gust of wind
You head me off sometimes
Like a gust of wind
You push me back every once in a while
Like a gust of wind
You remind me there's someone up there
Who ushers in
The air I need to power my sail

When I open the window
I wanna hug you
'Cause you remind me of the air
I said yeah
'Cause when I'm feelin' real low
I remember I love you
I put my hands in the air
And you were there

With your love, I can board the skies
Riding away that electrified mothership other
Can I stow away? (Can I stow away, girl, girl?)
Colorful winds of the northern sky
It's the closest thing, and here is why
'Cause we're color
You blow me away (Blow me away, girl, girl)

I need it like I breathe it
Music and colors can make one hover
Who cares if they don't see you?
Don't you know that they're the same?
I need it like I breathe it
If you never discover, forever, you'll suffer
Who cares if they don't see you?
You gotta tap in and learn the way

Like a gust of wind
You head me off sometimes
Like a gust of wind
You push me back every once in a while
Like a gust of wind
You remind me there's someone up there
Who ushers in
The air I need to power my sail

When I open the window
I wanna hug you
'Cause you remind me of the air
I said yeah
'Cause when I'm feelin' real low
I remember I love you
I put my hands in the air
And you were there

When I first saw you, I got excited
Tried to keep my composure, tryna hide it
But I didn't know
I didn't let it go
Then I realized I'm trying to fight it
Just so they can learn to ride it
But I didn't know, oh
I had to let it go

Like a gust of wind
You head me off sometimes
Like a gust of wind
You push me back every once in a while
Like a gust of wind
You remind me there's someone up there
Who ushers in
The air I need to power my sail

When I open the window
I wanna hug you
'Cause you remind me of the air
I said yeah
'Cause when I'm feelin' real low
I remember I love you
I put my hands in the air
And you were there"
genius-3250,California Gurls,Katy Perry,happy,en,"Greetings, loved ones
Let's take a journey

I know a place
Where the grass is really greener
Warm, wet, and wild
There must be somethin' in the water
Sippin' gin and juice
Layin' underneath the palm trees (Yeah, yeah, undone)
The boys break their necks
Tryna creep a little sneak peek (What? What? What? At us)

You could travel the world
But nothing comes close to the golden coast
Once you party with us
You'll be falling in love
Oh, oh-oh-oh-oh-oh-oh

California girls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin so hot, we'll melt your popsicle
Oh-oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh
California girls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent, now put your hands up
Oh-oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh (Ayy)

Sex (Sex) on the beach
We don't mind sand in our stilettos
We freak in my Jeep
Snoop Doggy Dogg on the stereo, oh, oh

You could travel the world (You could travel the world)
But nothing comes close to the golden coast
Once you party with us (Once you party with us)
You'll be falling in love
Oh, oh-oh-oh-oh-oh-oh

California girls, we're unforgettable (
California
)
Daisy Dukes, bikinis on top
Sun-kissed skin so hot, we'll melt your popsicle (
Ooh
)
Oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh-oh
California girls (California), we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent (
West Coast
), now put your hands up
Oh-oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh

Toned, tan, fit, and ready (Ready)
Turn it up 'cause it's gettin' heavy
Wild, wild, West Coast
These are the girls I love the most
I mean the ones, I mean like she's the one
Kiss her, touch her, squeeze her buns (
Uh
)
The girl's a freak
She drive a Jeep and live on the beach
I'm okay, I won't play
I love the Bay (Bay) just like I love L.A.​ (L.A.​)
Venice Beach and Palm Springs (Hey)
Summertime is everything
Homeboys bangin' out
All that ass hangin' out
Bikinis, zucchinis, martinis
No weenies, just the king and a queenie
Katy, my lady (Yeah?)
Look at here, baby (Uh-huh)
I'm all up on ya
'Cause you representin' California (Oh-oh, yeah)

California girls, we're unforgettable
Daisy Dukes, bikinis on top (
Wow
, hey)
Sun-kissed skin so hot, we'll melt your popsicle
Oh-oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh (Come on, come on, oh, oh, oh yeah)
California girls, we're undeniable (-Niable)
Fine, fresh, fierce, we got it on lock
West Coast represent (West Coast, West Coast)
Now put your hands up (Ayy, ayy)
Oh-oh-oh-oh-oh-oh, oh, oh-oh-oh-oh-oh

[Outro: Katy Perry & 
Snoop Dogg
]
California
California girls (
California girls, man
)
California (
Hahahaha
)
California Girls"
genius-3080768,Swish Swish,Katy Perry,happy,en,"They know what is what
But they don't know what is what
They just strut
What the fuck?

A tiger
Don't lose no sleep
Don't need opinions
From a shellfish or a sheep
Don't you come for me
No, not today
You're calculated
I got your number
'Cause you're a joker
And I'm a courtside killer queen
And you will kiss the ring
You best believe

So keep calm, honey, I'ma stick around
For more than a minute, get used to it
Funny my name keeps comin' out your mouth
'Cause I stay winnin', lay 'em up like

Swish, swish, bish
Another one in the basket
Can't touch this
Another one in the casket

Your game is tired
You should retire
You're 'bout as cute as
An old coupon expired
And karma's not a liar
She keeps receipts

So keep calm, honey, I'ma stick around
For more than a minute, get used to it
Funny my name keeps comin' out your mouth
'Cause I stay winnin', lay 'em up like

Swish, swish, bish
Another one in the basket
Can't touch this
Another one in the casket (Let's go)
Swish, swish, bish
Another one in the basket
Can't touch this
Another one in the casket

They know what is what
But they don't know what is what (Katy Perry, what)
They just, know what is what (
Young Money
)
But they don't know what is what (
What
)
They just, know what is what
But they don't know what is what
They just strut
What the fuck? (
Yo
)

Pink Ferragamo sliders on deck
Silly rap beefs just get me more checks
My life is a movie, I'm never off set
Me and my amigos, no, not Offset
Swish swish, aw, I got them upset
But my shooters'll make 'em dance like dubstep
Swish, swish, aw, my haters is obsessed
'Cause I make M's, they get much less
Don't be tryna double back, I already despise you (Yeah)
All that fake love you showin' couldn't even disguise you
Yo, yo
Ran? When? Nicki gettin' tan
Mirror, mirror, who's the fairest bitch in all the land?
Damn, man, this bitch is a Stan
The generous queen'll kiss a fan
Ass goodbye, I'ma be ridin' by
I'ma tell my **** Biggz, yeah, that's the guy
A star's a star, da-ha-da-ha
They never thought the swish god would take it this far
Get my pimp cup, this is pimp shit, baby
I only rock with Queens, so I'm makin' hits with Katy

Swish, swish, bish
Another one in the basket (And another one, and another one)
Can't touch this (Can't touch this)
Another one in the casket (And another one, and another one)

They know what is what (
Do they know?
)
But they don't know what is what
They just, know what is what
But they don't know what is what
They just
, know what is what
But they don't know what is what
They just strut
What the"
genius-219361,Dark Horse,Katy Perry,happy,en,"Yeah, y'all know what it is
Katy Perry, Juicy J
Uh-huh, let's rage

I knew you were, you were gonna come to me
And here you are, but you better choose carefully
'Cause I, I'm capable of anything
Of anything, and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy (Enemy)
Your enemy (Your enemy), your enemy

So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no goin' back

Mark my words, this love will make you levitate
Like a bird, like a bird without a cage
We're down to earth if you choose to walk away
Don't walk away (Walk away)
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me

So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no goin' back

She's a beast, I call her Karma (Come back)
She eat your heart out like Jeffrey Dahmer (Woo)
Be careful, try not to lead her on
Shawty heart is on steroids 'cause her love is so strong
You may fall in love when you meet her (Meet her)
If you get the chance, you better keep her (Keep her)
She's sweet as pie, but if you break her heart
She turn cold as a freezer (Freezer)
That fairy tale ending with a knight in shining armor
She can be my sleepin' beauty, I'm gon' put her in a coma (Woo)
Damn, I think I love her, shawty so bad, I'm sprung and I don't care
She ride me like a roller coaster, turn the bedroom into a fair (A fair)
Her love is like a drug, I was tryna hit it and quit it
But lil' mama so dope, I messed around and got addicted

So you wanna play with magic?
Boy, you should know what you're fallin' for (You should know)
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse (Like a dark horse)
Are you ready for, ready for (Ready for)
A perfect storm, perfect storm? (A perfect storm)
'Cause once you're mine, once you're mine (Mine)
There's no goin' back"
genius-59339,The One That Got Away,Katy Perry,happy,en,"Summer after high school, when we first met
We'd make out in your Mustang to Radiohead
And on my eighteenth birthday, we got matching tattoos
Used to steal your parents' liquor and climb to the roof
Talked about our future like we had a clue
Never planned that one day, I'd be losing you

In another life
I would be your girl
We'd keep all our promises
Be us against the world
In another life
I would make you stay
So I don't have to say you were
The one that got away
The one that got away

I was June, and you were my Johnny Cash
Never one without the other, we made a pact
Sometimes when I miss you, I put those records on, woah
Someone said you had your tattoo removed
Saw you downtown, singing the blues
It's time to face the music, I'm no longer your muse

But in another life
I would be your girl
We'd keep all our promises
Be us against the world
In another life
I would make you stay
So I don't have to say you were
The one that got away
The one that got away

The one
The one
The one
The one that got away

All this money can't buy me a time machine, no
Can't replace you with a million rings, no
I should've told you what you meant to me, woah
'Cause now I pay the price

In another life
I would be your girl
We'd keep all our promises
Be us against the world
In another life
I would make you stay
So I don't have to say you were
The one that got away
The one that got away (The one that got away)

The one (The one)
The one (The one)
The one (The one)
In another life
I would make you stay
So I don't have to say you were
The one that got away
The one that got away"
genius-83607,Wide Awake,Katy Perry,happy,en,"I'm wide awake
I'm wide awake

(I'm wide awake) Yeah, I was in the dark
I was falling hard with an open heart
(I'm wide awake) How did I read the stars so wrong?
(I'm wide awake) And now it's clear to me
That everything you see ain't always what it seems
(I'm wide awake) Yeah, I was dreaming for so long

I wish I knew then what I know now
Wouldn't dive in, wouldn't bow down
Gravity hurts, you made it so sweet
'Til I woke up on, on the concrete

Fallin' from cloud nine
Crashin' from the high
I'm letting go tonight
Yeah, I'm fallin' from cloud nine

(I'm wide awake) Not losing any sleep
I picked up every piece and landed on my feet
(I'm wide awake) Need nothing to complete myself, no
(I'm wide awake) Yeah, I am born again
Out of the lion's den, I don't have to pretend
(And it's too late) The story's over now, the end

I wish I knew then what I know now
Wouldn't dive in, wouldn't bow down
Gravity hurts, you made it so sweet
'Til I woke up on, on the concrete

Fallin' from cloud nine (It was outta the blue, I'm)
Crashin' from the high
I'm letting go tonight (Yeah, I'm letting you go, I'm)
I'm fallin' from cloud nine

(I'm wide awake) Thunder rumbling
Castles crumbling
(I'm wide awake) I am tryin' to hold on
(I'm wide awake) God knows that I tried
Seeing the bright side
(I'm wide awake) But I'm not blind anymore

I'm wide awake
I'm wide awake

Yeah, I'm fallin' from cloud nine (It was outta the blue, I'm)
Crashin' from the high
You know I'm letting go tonight (Yeah, I'm letting you go, I'm)
I'm fallin' from cloud nine

I'm wide awake
I'm wide awake
I'm wide awake
I'm wide awake
I'm wide awake"
genius-2977709,Chained to the Rhythm,Katy Perry,happy,en,"Are we crazy?
Living our lives through a lens
Trapped in our white picket fence
Like ornaments

So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

Aren't you lonely
Up there in utopia
Where nothing will ever be enough?
Happily numb

So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

So put your rose-colored glasses on
And party on

Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one's on me
We're all chained to the rhythm
To the rhythm, to the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one's on me
We're all chained to the rhythm
To the rhythm, to the rhythm

Are we tone deaf?
Keep sweeping it under the mat
Thought we could do better than that
I hope we can

So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

So put (So put) your rose-colored glasses on
And party on

[Chorus: Katy Perry & 
Skip Marley
]
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one's on me
We're all chained to the rhythm
To the rhythm, to the rhythm
Turn it up, it's your favorite song (Oh)
Dance, dance, dance to the distortion
Turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one's on me
We're all chained to the rhythm
To the rhythm, to the rhythm (
Woah, oh, oh
)

It is my desire
Break down the walls to connect, inspire
Ayy, up inna your high place, liars
Time is ticking for the empire
The truth they feed is feeble
As so many times before
They greed over the people
They stumbling and fumbling and we about to riot
They woke up, they woke up the lions
 (Woo!)

Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Turn it up, keep it on repeat (
Turn it up, turn it up, yeah
)
Stumbling around like a wasted zombie (Like a wasted zombie)
Yeah, we think we're free
Drink, this one's on me (Oh, we're all)
We're all chained to the rhythm (Oh, we're all)
To the rhythm, to the rhythm (Chained to the rhythm)

It goes on and on and on (Turn it up, it goes)
It goes on and on and on (Turn it up, it goes on and on and on)
It goes on and on and on (On and on and on, it goes)
'Cause we're all chained to the rhythm"
genius-2563,Firework,Katy Perry,happy,en,"Do you ever feel like a plastic bag
Drifting through the wind, wanting to start again?
Do you ever feel, feel so paper-thin
Like a house of cards, one blow from cavin' in?
Do you ever feel already buried deep?
Six feet under screams, but no one seems to hear a thing
Do you know that there's still a chance for you?
'Cause there's a spark in you

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Ah, ah, ah""
As you shoot across the sky-y-y
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Ah, ah, ah""
You're gonna leave 'em all in awe, awe, awe

You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Ah, ah, ah""
As you shoot across the sky-y-y
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Ah, ah, ah""
You're gonna leave 'em all in awe, awe, awe

Boom, boom, boom
Even brighter than the moon, moon, moon
It's always been inside of you, you, you
And now it's time to let it throu-ou-ough

'Cause baby, you're a firework
Come on show 'em what you're worth
Make 'em go, ""Ah, ah, ah,""
As you shoot across the sky-y-y
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Ah, ah, ah""
You're gonna leave 'em all in awe, awe, awe

""Boom, boom, boom""
Even brighter than the moon, moon, moon
""Boom, boom, boom""
Even brighter than the moon, moon, moon"
genius-130024,I Kissed a Girl,Katy Perry,happy,en,"This was never the way I planned
Not my intention
I got so brave, drink in hand
Lost my discretion
It's not what I'm used to
Just wanna try you on
I'm curious for you
Caught my attention

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

No, I don't even know your name
It doesn't matter
You're my experimental game
Just human nature
It's not what good girls do
Not how they should behave
My head gets so confused
Hard to obey

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

Us girls, we are so magical
Soft skin, red lips, so kissable
Hard to resist, so touchable
Too good to deny it
Ain't no big deal, it's innocent

I kissed a girl and I liked it
The taste of her cherry ChapStick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it"
genius-2909160,That’s What I Like,Bruno Mars,happy,en,"Ayy, ayy, ayy
I got a condo in Manhattan
Baby girl, what's happenin'?
You and your ass invited
So go on and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami ('ami)
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio, serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said, you got it if you want it
Take my wallet if you want it now

Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it, baby, you deserve it all
And I'm gonna give it to you

Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like

I'm talkin' trips to Puerto Rico (Bih)
Say the word and we go (Say it)
You can be my freaka (Brrrt!)
Girl, I'll be your fleeko, Mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' ever leave
Shoppin' sprees in Paris
Everything 24 karats
Take a look in that mirror
Now, tell me, who's the fairest?
Is it you? 
(Is it you?)
 Is it me? 
(Is it me?)
Say it's us 
(Say it's us)
 and I'll agree, baby

Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it, baby, you deserve it all
And I'm gonna give it to you

Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like

You say you want a good time
Well, here I am, baby, here I am, baby
Talk to me, talk to me, talk to me, baby
Tell me, what's on your mind? (What's on your mind?)
If you want it, girl, come and get it
All this is here for you
Tell me, baby, tell me, tell me, baby
What you tryna do?

Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like (That's what I like, babe)
Lucky for you, that's what I like, that's what I like (Oh, oh)
Sex by the fire at night
Silk sheets and diamonds all white (All white)
Lucky for you, that's what I like, that's what I like (That's what I like, babe)
Lucky for you, that's what I like, that's what I like (Ooh, ooh, ooh)"
genius-122542,When I Was Your Man,Bruno Mars,happy,en,"Same bed, but it feels just a little bit bigger now
Our song on the radio, but it don't sound the same
When our friends talk about you, all it does is just tear me down
'Cause my heart breaks a little when I hear your name

It all just sounds like (Ooh, ooh)
Mm, too young, too dumb to realize

That I should've bought you flowers
And held your hand
Shoulda gave you all my hours
When I had the chance
Take you to every party
'Cause all you wanted to do was dance
Now my baby's dancin'
But she's dancin' with another man

Uh, my pride, my ego, my needs, and my selfish ways
Caused a good, strong woman like you to walk out my life
Now I'll never, never get to clean up the mess I made, oh
And that haunts me every time I close my eyes

It all just sounds like (Ooh, ooh)
Mm, too young, too dumb to realize

That I should've bought you flowers
And held your hand
Shoulda gave you all my hours
When I had the chance
Take you to every party
'Cause all you wanted to do was dance
Now my baby's dancin'
But she's dancin' with another man

Although it hurts
I'll be the first to say that
I was wrong
Oh, I know I'm probably much too late
To try and apologize for my mistakes
But I just want you to know

I hope he buys you flowers
I hope he holds your hand
Give you all his hours
When he has the chance
Take you to every party
'Cause I remember how much you love to dance
Do all the things I should've done
When I was your man
Do all the things I should've done
When I was your man"
genius-3411476,Finesse (Remix),Bruno Mars,happy,en,"Drop top Porsche (Porsche), Rollie on my wrist (Wrist)
Diamonds up and down my chain (Aha)
Cardi B, straight stuntin', can't tell me nothin'
Bossed up and I changed the game (You see me?)
It's my big Bronx boogie, got all them girls shook (Shook)
My big fat ass got all them boys hooked (Hooked)
Went from dollar bills, now we poppin' rubber bands (Ha)
Bruno sang to me while I do my money dance like
Ayy, flexin' on the 'Gram like
Ayy, hit the Lil Jon
Okay (Okay), okay (Okay)
Oh, yeah, we drippin' in finesse and gettin' paid, ow

Ooh, don't we look good together?
There's a reason why they watch all night long (All night long, woo)
Yeah, I know we'll turn heads forever
So tonight, I'm gonna show you off

When I walk in with you (When I walk in with you)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence
Or blame it on your measurements
Shut the shit down on sight
That's right

We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it

Now, slow it down for me, baby (Slow it down, girl)
'Cause I love the way it feels when we grind (When we grind), yeah
Our connection's so magnetic on the floor
Nothing can stop us tonight

When I walk in with you (When I walk in with you)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence
Or blame it on your measurements
Shut the shit down on sight
That's right

We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it (Woo)

Fellas, grab your ladies if your lady fine
Tell her she the one, she the one for life (Woo)
Ladies, grab your fellas and let's do this right (Do this right)
If you're on one like me and mine (Ow)

Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on, yeah
Girl, we got it goin' on
Yeah, we got it goin' on, got it goin' on (
Hey, hey
)
Don't it feel so good to be us? Ayy (
It feels so good with you
)
Yeah, we got it goin' on, got it goin' on, yeah (Woo)

We out here drippin' in finesse (
We drippin' on 'em
)
It don't make no sense
Out here drippin' in finesse
You know it, you know it
We out here drippin' in finesse with my baby
It don't make no sense (Oh-oh)
Out here drippin' in finesse (
Yeah, yeah
)
You know it, you know it (Girl, you know we got it goin' on)

Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on
You know it, you know it
 (
Ooh
)
Yeah, we got it goin' on, got it goin' on (
Girl, we got it
)
Don't it feel so good to be us? Ayy
 (
Baby
)
Yeah, we got it goin' on, got it goin' on (Woo)
You know it, you know it"
genius-2898687,Versace on the Floor,Bruno Mars,happy,en,"Let's take our time tonight, girl
Above us, all the stars are watchin'
There's no place I'd rather be in this world
Your eyes are where I'm lost in
Underneath the chandelier
We're dancin' all alone
There's no reason to hide
What we're feelin' inside
Right now

So, baby, let's just turn down the lights
And close the door
Ooh, I love that dress
But you won't need it anymore
No, you won't need it no more
Let's just kiss 'til we're naked, baby

Versace on the floor
Ooh, take it off for me, for me, for me, for me now, girl
Versace on the floor
Ooh, take it off for me, for me, for me, for me now, girl

I'll unzip the back and watch it fall
While I kiss your neck and shoulders
No, don't be afraid to show it all
I'll be right here ready to hold you
Girl, you know you're perfect from
Your head down to your heels
Don't be confused by my smile
'Cause I ain't ever been more for real, for real

So just turn down the lights
And close the door
Ooh, I love that dress
But you won't need it anymore
No, you won't need it no more
Let's just kiss 'til we're naked, baby

Versace on the floor
Ooh, take it off for me, for me, for me, for me now, girl
Versace on the floor
Ooh, take it off for me, for me, for me, for me now, girl
Dance

It's warmin' up
Can you feel it?
It's warmin' up
Can you feel it?
It's warmin' up
Can you feel it, baby?
It's warmin' up
Oh, seems like you're ready for more, more, more
Let's just kiss 'til we're naked

Ooh, Versace on the floor
Hey, baby
Take it off for me, for me, for me, for me now, girl
Versace on the floor
Ooh, take it off for me, for me, for me, for me now, girl

Versace on the floor
Floor
Floor"
genius-13152465,Risk It All,Bruno Mars,happy,en,"For just the chance to win your heart
You could set the bar beyond the stars
I'll do anything, anything you ask me to

Say you want the moon
Watch me learn to fly
Ain't no mountain you could point to
I wouldn't climb

It's crazy, but it's true
There's nothing I won't do
I'd risk it all for you

To hold your hand and call you mine
I'm tryna be your man 'til the end of time
Oh, I'll do anything, anything you ask me to

I would run through a fire
Just to be by your side
If your heart's on the line
You could take mine

It's crazy, but it's true
There's nothing I won't do
I'd risk it all for you

I would swim across the sea just to show you
Sacrifice my life just to hold you
I could go on and on
To prove that you belong here in my arms

Say you want the moon
Watch me learn to fly
Ain't no mountain you could point to
I wouldn't climb

It's crazy, but it's true
There's nothing I won't do
I'd risk it all for you
It's crazy, but it's true
There's nothing I won't do
I'd risk it all for you"
